"","A","R","N","D","C","E","Q","G","H","I","L","K","M","F","P","S","T","W","Y","V","U","O","Clan_ancestor","Clans_copies","Clans_clustering","Clans_transfer","Clans_GC","median_ClanLen","mean_ClanLen"
"PF04393",0.079320341,0.084393622,0.03431743,0.043720654,0.015616289,0.058184769,0.047914318,0.056574204,0.030774186,0.050831919,0.124855978,0.060885563,0.021222295,0.045616165,0.037798729,0.0596095,0.044940967,0.01601893,0.042630425,0.044773716,0,0,"modern",1,0.904870150674913,0.1310535,0.449877977919814,272,262.9218241
"PF04394",0.063085188,0.033768227,0.033307751,0.097774367,0.000306984,0.09884881,0.207674597,0.00076746,0.017958557,0.048963929,0.152264006,0.122179586,0.015656178,0.001841903,0.000153492,0.023637759,0.048349962,0,0.001995395,0.031465848,0,0,"modern",NA,0.514415428188272,0.1413023,0.378606615059817,41,39.72560976
"PF04400",0.07435713,0.057655997,0.030637475,0.056779356,0.096542888,0.076312714,0.032188455,0.133856321,0.00332674,0.063320446,0.05064287,0.106770365,0.024321165,0.011553677,0.034188995,0.067006833,0.019353534,0.001618414,0.011396332,0.048170293,0,0,"modern",1,0.874549035916292,0.0935174,0.510478429768963,42,41.00276498
"PF04402",0.119082667,0.049280784,0.046054697,0.059075951,0.00117353,0.071439551,0.048199286,0.063998906,0.007146641,0.061130001,0.068567662,0.060368873,0.020441504,0.023536259,0.032732971,0.077596727,0.067691619,0.004258833,0.031972341,0.086251197,0,0,"LUCA",1,0.826651610841758,0.1299395,0.498184985582864,200,195.0377413
"PF04403",0.105903219,0.041246061,0.01736052,0.027153634,0.009483329,0.023261785,0.023773907,0.05936709,0.012768166,0.089385537,0.162058033,0.023521335,0.04296802,0.059573613,0.038565444,0.06306916,0.048569268,0.02906537,0.023582734,0.099323776,0,0,"modern",1,1.07174086393877,0.1346685,0.451771330757725,153,147.4596708
"PF04404",0.093242005,0.038483431,0.047600212,0.06785008,0.009136076,0.062621195,0.050938208,0.068303507,0.018378274,0.058289518,0.07302108,0.079590951,0.021996045,0.031730259,0.037663403,0.066325792,0.06954802,0.004495683,0.042998408,0.057787854,0,0,"postLUCA",1,1.13102112791372,0.2513395,0.45858705609743,137,135.496732
"PF04405",0.102014488,0.049346664,0.036567613,0.071975871,0.049059005,0.084284207,0.038903756,0.075942085,0.013729199,0.067826602,0.092434557,0.073335716,0.007505296,0.043506307,0.020232045,0.038982209,0.046975654,0.001385995,0.019709028,0.066283702,0,0,"modern",NA,0.731047619309631,0.142488,0.464088543035911,53,52.84154767
"PF04406",0.056790993,0.05924485,0.03805162,0.074583748,0.005327411,0.111949146,0.046145363,0.035591637,0.019716627,0.062541166,0.107255878,0.059342881,0.030500115,0.044184728,0.010994869,0.073294019,0.06451099,0.010936662,0.038633683,0.050403615,0,0,"postLUCA",1,1.04604769578707,0.04214355,0.397341334333458,65,65.99070331
"PF04415",0.07580462,0.034968197,0.058099458,0.049990454,0.00162783,0.079864147,0.051507752,0.040293813,0.004441363,0.091108231,0.090816829,0.078718637,0.015554819,0.020337825,0.032214954,0.089178951,0.061716858,0.004913635,0.048553543,0.070288086,0,0,"modern",NA,1.20914017787368,0.03464537,0.394038964815353,173,222.6375839
"PF04417",0.135280394,0.072534083,0.016792691,0.053425158,0.025264933,0.07454111,0.017427969,0.089714687,0.03640759,0.025433591,0.103308503,0.021739986,0.02554603,0.018557976,0.079392832,0.039139845,0.061368939,0.004075896,0.034260014,0.065787772,0,0,"modern",NA,0.650058385235993,0.08064405,0.586711032546532,122,121.1730245
"PF04422",0.109738925,0.037516856,0.025247452,0.06012696,0.013138582,0.064569172,0.025584574,0.084090138,0.012063003,0.063103723,0.09195861,0.061759822,0.017172579,0.020241077,0.038934144,0.075698783,0.065919953,0.012480392,0.033865848,0.086789407,0,0,"postLUCA",1,0.971439157469175,0.187255,0.510671000176116,74,72.22859036
"PF04423",0.046128464,0.065681225,0.041691749,0.048915346,0.04438945,0.159610282,0.042761911,0.032684547,0.020689809,0.068780238,0.11423985,0.119144762,0.009363922,0.00432524,0.038860277,0.058546808,0.034267496,0.001716719,0.014536374,0.03366553,0,0,"postLUCA",1,0.671023762995666,0.09615925,0.422826013854328,47,45.62868769
"PF04432",0.066742418,0.049307676,0.036319558,0.063302848,0.032803075,0.073204173,0.024873811,0.082573258,0.01609132,0.073652322,0.078531712,0.077614904,0.023324261,0.043567882,0.034099323,0.056900572,0.049294345,0.011499074,0.031502725,0.074794744,0,0,"LUCA",1,0.827627102931262,0.1815775,0.453180309734513,152,148.1513218
"PF04442",0.080008189,0.044387815,0.040886486,0.051803431,0.020697372,0.060577931,0.048450344,0.055474179,0.013038215,0.047299706,0.060394394,0.043148937,0.023365723,0.067919427,0.066384066,0.047289117,0.089079172,0.007761514,0.040731185,0.091302798,0,0,"modern",NA,0.764183171277552,0.08641625,0.469271297232832,145,144.8476483
"PF04444",0.090872886,0.069542569,0.031023744,0.075659703,0.007582697,0.090960501,0.035627524,0.059514612,0.036296585,0.052585046,0.130498849,0.030880373,0.02260472,0.039888808,0.021266597,0.039490557,0.05859067,0.017578794,0.014520227,0.075014536,0,0,"modern",NA,1.02108249766665,0.3068875,0.486533688758158,70,70.37612108
"PF04446",0.077849134,0.07054465,0.028734706,0.062308721,0.013810588,0.061979564,0.013432407,0.046992415,0.014384862,0.06406656,0.101247295,0.057133253,0.022879914,0.087884921,0.046936389,0.089019462,0.043098558,0.003158507,0.030681635,0.06385646,0,0,"modern",1,0.679102449745765,0.0608635,0.440615483250521,117,114.2312
"PF04456",0.090903681,0.088910049,0.028228246,0.059228732,0.01205602,0.075306732,0.036058956,0.050936809,0.028987017,0.063305264,0.110349034,0.053203202,0.013543805,0.026145347,0.016732625,0.072866764,0.034387677,0.007795995,0.014277779,0.116776267,0,0,"modern",1,0.78841297604915,0.08761035,0.477087526896647,87,85.51696353
"PF04457",0.032891186,0.097158709,0.034718475,0.062525445,0.006438114,0.079103587,0.013936622,0.063159788,0.034936234,0.110801829,0.071822838,0.078791149,0.01589646,0.037312656,0.039906837,0.041184992,0.035409625,0.023612729,0.045492847,0.074899878,0,0,"postLUCA",1,0.864156483907694,0.06678505,0.426067548495093,74,73.81132075
"PF04459",0.063607026,0.054055812,0.035498004,0.062436495,0.007023191,0.085725201,0.038660066,0.074076784,0.013152226,0.063355037,0.115996456,0.055998569,0.018793539,0.049804505,0.047154551,0.039546094,0.052405687,0.008413198,0.030872778,0.083424781,0,0,"modern",1,0.723876721110392,0.058749,0.457654565200527,203,186.6904401
"PF04461",0.075764016,0.057071417,0.039089564,0.085966052,0.002530253,0.071741198,0.064871135,0.0542128,0.00600864,0.074237335,0.081684523,0.112677278,0.015526939,0.040367484,0.017379141,0.065874707,0.038019182,0.002307079,0.011025079,0.08364618,0,0,"modern",NA,0.69472879485768,0.07085955,0.413882007259319,159,158.5512734
"PF04463",0.074979556,0.061606268,0.029452176,0.050689937,0.0335557,0.072159765,0.028927264,0.103133265,0.017552325,0.057532213,0.089852067,0.056018256,0.017200542,0.035699551,0.055215232,0.06213118,0.042436845,0.004864186,0.024928722,0.082064949,0,0,"LUCA",1,0.770762999787713,0.1673115,0.500621641268828,141,139.300667
"PF04465",0.082998298,0.072844512,0.03346207,0.065819607,0.005554707,0.084351634,0.036694619,0.057096436,0.016609461,0.060487314,0.102908164,0.055844883,0.014930043,0.035333744,0.045023853,0.059216913,0.051997866,0.013358063,0.03503405,0.070433765,0,0,"postLUCA",1,0.916353398858692,0.18142725,0.477077432903686,326,399.5045181
"PF04468",0.082547881,0.10496367,0.023096676,0.076699544,0.007499489,0.095231842,0.046587295,0.02730602,0.015003842,0.079479024,0.081784314,0.09271499,0.028444075,0.053094634,0.009002305,0.031960372,0.041286099,0.004493857,0.031578589,0.067225481,0,0,"modern",1,0.858190098297533,0.06297075,0.401157927753672,85,84.9508366
"PF04474",0.094897353,0.025164922,0.029646218,0.025875571,0.009331943,0.029031413,0.023149858,0.117860199,0.007590386,0.110566696,0.154306673,0.034973748,0.034398683,0.050161532,0.027402064,0.062946201,0.056295555,0.007010646,0.013041811,0.086348527,0,0,"postLUCA",1,0.823992862378986,0.1575095,0.455958083383698,224,221.317641
"PF04475",0.131932803,0.047584436,0.038252775,0.067179752,0.01946636,0.106376244,0.011049108,0.06221498,0.013657519,0.06203327,0.076159717,0.043838876,0.020650403,0.029231779,0.040984279,0.049090866,0.03389761,0.006266046,0.018786415,0.12134676,0,0,"modern",NA,0.969073507978068,0.02598465,0.493957377285505,101,100.2998236
"PF04483",0.085476667,0.058216541,0.02756815,0.028492222,0.00308024,0.050053904,0.029878331,0.065609118,0.001694132,0.078854151,0.165100878,0.044817496,0.013707069,0.073309718,0.013553057,0.076081934,0.041275219,0.021869706,0.038503003,0.082858463,0,0,"modern",NA,0.986540369612798,0.07264975,0.408261802575107,60,60.12037037
"PF04485",0.037788121,0.050310284,0.030031028,0.028147163,0.002881206,0.11945922,0.148492908,0.003878546,0.02748227,0.029920213,0.148603723,0.073803191,0.060948582,0.055851064,0.001662234,0.064383865,0.029144504,0.001108156,0.030806738,0.055296986,0,0,"modern",NA,0.724717754991904,0.2756895,0.344715852442672,50,49.31147541
"PF04518",0.084346551,0.028470322,0.068989085,0.045379595,0.00417363,0.064107711,0.082256935,0.052697921,0.010625484,0.05248317,0.109401406,0.053433675,0.027531022,0.044757752,0.02472806,0.078809722,0.066520387,0.006795455,0.038528118,0.055963997,0,0,"modern",NA,0.787333673428116,0.05470995,0.420545601872693,368,361.8317568
"PF04531",0.077197551,0.025700371,0.052172236,0.044843049,0.002555572,0.023819856,0.040165871,0.064033946,0.006461257,0.099908385,0.130527026,0.050822123,0.018322966,0.046337818,0.036453059,0.057669126,0.071700661,0.026086118,0.026568301,0.098654709,0,0,"modern",NA,1.32812532654785,0.2893145,0.429295003422314,80,74.06785714
"PF04551",0.100322308,0.058548377,0.033669378,0.056866709,0.018659723,0.071081152,0.031245296,0.088400631,0.019504483,0.079664944,0.084493615,0.052726301,0.021583351,0.022821521,0.042716705,0.052449046,0.04975502,0.003194114,0.0211033,0.091194025,0,0,"postLUCA",1,0.750225518364704,0.104902,0.498849446395676,341,307.2613759
"PF04565",0.056268862,0.094611787,0.045322147,0.033410751,0.019341753,0.062610611,0.036441203,0.093614119,0.044309322,0.058601213,0.104513581,0.019647562,0.019569995,0.028671157,0.073620627,0.071283818,0.060219416,0.002765655,0.024483446,0.050692974,0,0,"postLUCA",1,0.638351131006038,0.0477355,0.522409465758336,69,67.23255814
"PF04566",0.041428513,0.117533005,0.065915803,0.054798828,0.006430627,0.081082801,0.019931951,0.074023334,0.023652581,0.090260856,0.075251068,0.046724984,0.010967252,0.030034549,0.037513241,0.045572112,0.03104144,0.000699958,0.034271726,0.112865372,0,0,"postLUCA",1,0.952459987345678,0.04068915,0.462618446354517,62,62.44042056
"PF04567",0.074642291,0.019802451,0.046476958,0.101198007,0.005571295,0.193920279,0.013197674,0.03608275,0.024672879,0.073478139,0.096879956,0.039515808,0.013322405,0.029377001,0.030487696,0.030529273,0.044202111,0.020081609,0.038624876,0.067936542,0,0,"postLUCA",1,0.991409493575941,0.0597063,0.434163301929116,34,39.64384851
"PF04577",0.083560101,0.073952711,0.035247252,0.043414667,0.011190984,0.066367333,0.036040939,0.059704144,0.030874416,0.063544076,0.112352034,0.041135652,0.017393079,0.051018943,0.054719035,0.057859767,0.042008708,0.014603837,0.036297942,0.068714379,0,0,"postLUCA",1,0.789760577574928,0.4442835,0.463555222780808,173,168.2161475
"CL0201",0.0886860778233333,0.06718976379,0.0354373726133333,0.0762064569166667,0.00801265285333333,0.0710847215066667,0.02961369951,0.0892394755066667,0.0224884682466667,0.0593496512066667,0.0763592449933333,0.04619645855,0.0155488846333333,0.0319513656866667,0.0459498032766667,0.0568563089233333,0.0525991521566667,0.0117236305533333,0.0337932771833333,0.08171353407,0,0,"postLUCA",2,0.825789213877285,0.23037875,0.507393385219686,141,135.4409582
"PF04588",0.128092929,0.06457652,0.041073644,0.010804105,0.00354122,0.010488328,0.038727867,0.08931995,0.004082553,0.101229277,0.162670576,0.03198376,0.061711966,0.047095974,0.009789106,0.033269426,0.022194654,0.007217774,0.008232773,0.123897598,0,0,"modern",NA,1.73476111761594,0.1401665,0.456284723672668,51,51.7327888
"PF04608",0.106332884,0.029128934,0.016741636,0.055202888,0.013510598,0.03478139,0.019009314,0.103504796,0.013830478,0.084561194,0.134064512,0.034022605,0.02361658,0.060019689,0.048915631,0.042329571,0.039247314,0.030982503,0.025243258,0.084954225,0,0,"postLUCA",1,0.974341943287886,0.1010077,0.477997711974885,138,131.86513
"PF04609",0.065769599,0.057844398,0.028030078,0.055667689,0.011058342,0.089132944,0.0258006,0.074651232,0.03185581,0.092978464,0.095043039,0.059490122,0.024128492,0.023966888,0.05575014,0.043695788,0.041377263,0.000369381,0.027598034,0.095791696,0,0,"modern",NA,0.756962211498496,0.02776225,0.461646119332332,264,197.4029948
"CL0698",0.0976394407846154,0.0172591256923077,0.0374507280461538,0.0355257686,0.00790514073846154,0.0329449930769231,0.0287256783692308,0.0752919627538462,0.00753382821538462,0.111761656169231,0.118438121661538,0.0286328037230769,0.0440443151538462,0.0691765247538462,0.0223224753846154,0.0631013802,0.0600449598769231,0.0188576786615385,0.0236752598615385,0.0996681586153846,0,0,"postLUCA",1,1.01072093735095,0.266173,0.417725564449359,214,199.0519481
"PF04613",0.130497767,0.033764436,0.040141644,0.05246308,0.010756911,0.063393827,0.030965354,0.047949781,0.017325661,0.068085791,0.099319947,0.061676391,0.008406905,0.043405899,0.049511086,0.071757273,0.055209046,0.002465897,0.03256046,0.080342843,0,0,"modern",NA,0.922210072917053,0.09174245,0.479188515430242,67,66.69375268
"CL0504",0.0768294328721927,0.0574824794095549,0.044397569915884,0.0659295544512046,0.00596465473703552,0.0706914864291548,0.0372150838093099,0.0795502202302981,0.0153758057660269,0.0607577600747244,0.0793162342768477,0.0555665018738261,0.0176270038383013,0.0412676057725602,0.0358970419644753,0.0631485621233156,0.071997449276031,0.0135300298407513,0.035115682040833,0.0723398413201307,0,0,"postLUCA",6,0.830798002575869,0.252262703571429,0.472131793203497,160,194.2612499
"CL0307",0.123465400552999,0.0531815237677824,0.0255688285899582,0.0300286270962343,0.0112732422357043,0.0312717461666667,0.0330580937670851,0.0688011092635983,0.0197840381903766,0.0705120895153417,0.149074817543236,0.020722705667364,0.0291705842140865,0.0516543875285914,0.0400464432154812,0.0607331570990237,0.055532410776848,0.0160845772608089,0.0272648305083682,0.082771386362622,0,0,"postLUCA",4,1.05768028862051,0.173294058333333,0.482159765259638,126,199.9011123
"PF04647",0.06915469,0.030231346,0.035032566,0.017648569,0.01974959,0.031484176,0.020730066,0.051599499,0.016854851,0.132340926,0.146705678,0.052120863,0.023811562,0.070952229,0.026371694,0.073177754,0.053101339,0.010333907,0.042907501,0.075691197,0,0,"modern",NA,1.29241986203236,0.2216175,0.36224772984614,171,162.8757921
"PF04650",0.07917943,0.074677434,0.019400353,0.004966119,0.008307807,0.012995452,0.024041585,0.090968161,0.00877193,0.080293326,0.115148984,0.090225564,0.012206442,0.084748909,0.002970389,0.106005755,0.050125313,0.001021071,0.029286178,0.104659798,0,0,"modern",NA,0.75311637123031,0.407396,0.412347117064648,25,24.37330317
"PF04654",0.127074008,0.069448445,0.032598349,0.027380075,0.010309631,0.033867527,0.025803365,0.061350113,0.016382159,0.062057923,0.124218357,0.020790112,0.033413552,0.077024461,0.026364732,0.066338958,0.051279673,0.027511874,0.033559996,0.07322669,0,0,"modern",NA,1.0905349200669,0.07926465,0.476438860689681,209,206.7174571
"PF04659",0.071291662,0.062604266,0.024092216,0.080964044,0.003096937,0.091390693,0.018652611,0.064148298,0.025201434,0.057626096,0.126512973,0.033125688,0.017552266,0.030081993,0.038600788,0.060545558,0.045788521,0.025645121,0.053757143,0.069321691,0,0,"modern",NA,0.927844801810541,0.03635725,0.44977192093259,90,89.01421801
"PF04675",0.099472602,0.060445849,0.020816871,0.051592497,0.00373119,0.084899924,0.029992662,0.069618025,0.007796386,0.063224902,0.131146865,0.07257854,0.017264975,0.036252761,0.027778963,0.065551382,0.060674304,0.008738401,0.024218391,0.064204511,0,0.000000723,"postLUCA",1,0.892316165766738,0.07269665,0.47359513922713,172,157.40066
"PF04688",0.09297725,0.023738872,0.058358061,0.032757317,0.001687322,0.040728458,0.046546809,0.054343399,0.00645837,0.085297027,0.128411008,0.07110025,0.018153255,0.051666958,0.020131495,0.048641415,0.075173096,0.027055333,0.028160819,0.088613487,0,0,"modern",NA,1.34695126654524,0.200756,0.40726429675425,72,70.43852459
"PF04715",0.075816045,0.057938564,0.028701332,0.074783422,0.010571212,0.068467895,0.028772034,0.076899555,0.021995813,0.051216383,0.109304909,0.03785173,0.014030251,0.056607368,0.059500783,0.06041857,0.049840603,0.009383673,0.04280859,0.065091268,0,0,"LUCA",1,0.826744527302689,0.07508465,0.46882112904218,141,136.5730012
"CL0590",0.2238022420625,0.0720640640446429,0.0581761503392857,0.0952483096875,0.00225008036607143,0.0773538327321429,0.0898991111339286,0.0109919777589286,0.00427513608035714,0.0215440463482143,0.0562633439642857,0.0737137307857143,0.0257419354642857,0.00387644600892857,0.000396516330357143,0.0780251202053571,0.043388811375,0.0000953424196428571,0.0143237052053571,0.0485700976875,0,0,"modern",NA,0.910559654206181,0.1288605,0.523419878613299,53,56.15324385
"PF04738",0.096354745,0.076574361,0.036339262,0.060361639,0.008751921,0.06582642,0.038095221,0.056073792,0.023533262,0.049436574,0.123286637,0.0391247,0.01282668,0.03839822,0.055154004,0.06023037,0.05153779,0.013554058,0.030102148,0.064438197,0,0,"postLUCA",1,0.839837371333412,0.2733595,0.499937985265299,626,467.1205376
"PF04746",0.055701524,0.072254335,0.01642144,0.050446663,0.018523384,0.053205465,0.024172359,0.069495533,0.03980557,0.089332633,0.080267998,0.052679979,0.009064635,0.05793484,0.05885444,0.072517078,0.0415134,0.013268523,0.01471361,0.10982659,0,0,"modern",NA,0.7418255879412,0.02048005,0.48215113583681,100,97.58974359
"PF04751",0.103413993,0.110220841,0.027775386,0.064032911,0.001131213,0.0894715,0.073783261,0.033380565,0.026194036,0.050372243,0.129510173,0.083827179,0.02013872,0.021434331,0.036457151,0.039682478,0.030225695,0.00585569,0.016455429,0.036637206,0,0,"modern",NA,0.858775516892186,0.06148515,0.47579294949307,152,151.5290629
"CL0278",0.0921609701680672,0.0791484992605042,0.0223756919495798,0.0589560171904762,0.0130327912689076,0.0747877750868347,0.0276541303865546,0.0924899300784314,0.0286977093613445,0.038703071767507,0.106585021123249,0.0257242247058823,0.0166402640728291,0.0310769237843137,0.048165631210084,0.0441225271428571,0.0441297852212885,0.0220160027226891,0.0534316159467787,0.0801014181764706,0,0,"LUCA",1,0.858466461144161,0.1472565,0.520372378317985,108,114.2973472
"PF04763",0.063130895,0.069501903,0.035247394,0.061807049,0.028793646,0.096144299,0.04128744,0.044348833,0.020767831,0.044845276,0.104914777,0.043769651,0.020933311,0.044266093,0.028131723,0.102432567,0.029455568,0.014810525,0.02986927,0.075541949,0,0,"modern",NA,1.07540687025829,0.0000001,0.464808362369338,145,140.5348837
"PF04773",0.071736118,0.058537934,0.042999327,0.049179124,0.00232278,0.067107482,0.034573085,0.082132636,0.016721421,0.043187641,0.079401543,0.057286708,0.009432984,0.050554572,0.034548241,0.070603714,0.087333776,0.006039371,0.025215355,0.111086187,0,0,"postLUCA",1,0.755687867853086,0.256439,0.485834661526867,92,91.55490358
"PF04784",0.086884511,0.058082498,0.058959139,0.056476438,0.016994124,0.059277005,0.035868678,0.04625788,0.023826572,0.076147329,0.10314587,0.062428898,0.009800313,0.050346641,0.048904533,0.053598913,0.041108449,0.02238781,0.042323032,0.047181364,0,0,"postLUCA",1,0.743412542325216,0.13474,0.434858093607581,111,111.1487542
"PF04800",0.113248437,0.099708727,0.029117334,0.051663635,0.002266559,0.068354657,0.053433141,0.053055382,0.01307248,0.042080463,0.050639707,0.065024405,0.026681777,0.03788534,0.060540992,0.061475451,0.063125665,0.02074697,0.044257553,0.043621326,0,0,"modern",NA,0.947574258298597,0.07969805,0.507457652525858,94,91.53139217
"PF04809",0.113613907,0.06425616,0.03300809,0.060890508,0.011378373,0.081053542,0.040449577,0.069767801,0.018788983,0.062727722,0.122815414,0.015238066,0.016411412,0.021243747,0.043583647,0.0512104,0.05070092,0.017646514,0.016102637,0.08911258,0,0,"modern",NA,0.780147817050075,0.1616145,0.547186147186147,113,104.4709677
"PF04829",0.185801463,0.010233863,0.076791874,0.035553197,0.000303226,0.066406398,0.046810446,0.123981352,0.003032256,0.034605617,0.098396695,0.039040291,0.005950802,0.008149187,0.006557253,0.0960846,0.080695903,0.002122579,0.009324186,0.070158814,0,0,"modern",NA,0.762800358776524,0.1829435,0.557648831951771,50,47.70886076
"PF04830",0.167186214,0.01578593,0.055238285,0.044115813,0.004862964,0.027107908,0.038030874,0.137734108,0.014588892,0.055562483,0.092969899,0.04503853,0.017731115,0.025611611,0.011346916,0.092321504,0.071198783,0.006633582,0.009227163,0.067707424,0,0,"modern",NA,0.650390933647146,0.217607,0.544237083117332,164.5,150.7481203
"PF04839",0.061931938,0.043753963,0.067216233,0.050306489,0.001056859,0.16761784,0.039737899,0.003170577,0.016064257,0.055802156,0.09849926,0.073768759,0.002536462,0.043119848,0.022616783,0.024941873,0.060240964,0.083703234,0.040794758,0.043119848,0,0,"modern",NA,0.687163556116849,0.05866295,0.408835173994582,48,47.78787879
"PF04854",0.089712682,0.037189266,0.035562318,0.024792844,0.00876049,0.024858712,0.017277266,0.065071335,0.008813184,0.085121659,0.153143896,0.040785678,0.024450329,0.094442029,0.030385066,0.046364726,0.056771924,0.033250339,0.038216812,0.085029443,0,0,"modern",1,1.21658794427583,0.2040265,0.406882641500037,76,77.81547924
"PF04860",0.092987834,0.063832003,0.048092793,0.057450265,0.006022033,0.066893791,0.040265355,0.073783245,0.019838804,0.053668208,0.100117377,0.046905253,0.025074307,0.040712834,0.048100538,0.057717032,0.046982701,0.015058525,0.035824127,0.060672974,0,0,"postLUCA",1,0.838731335075208,0.2261095,0.483365815909775,325,303.5715778
"PF04865",0.115004319,0.063688332,0.036771294,0.059699292,0.005954439,0.062755201,0.034528311,0.081013828,0.013851971,0.057280339,0.078550265,0.034850507,0.009309,0.025192048,0.052097933,0.061858008,0.07230337,0.007513374,0.029865136,0.097913034,0,0,"modern",1,0.832515758422004,0.299708,0.53314833735835,176,185.4729947
"PF04888",0.187257793,0.02221808,0.033940051,0.026262866,0.002785028,0.048401857,0.084607215,0.085872623,0.007519009,0.056830379,0.076517642,0.06242303,0.038883051,0.021280322,0.006626445,0.09689975,0.066959292,0.005841214,0.005180264,0.063694088,0,0,"modern",NA,1.08060629346661,0.06091295,0.543689486176807,178,208.9940968
"PF04890",0.052184179,0.048711716,0.036391416,0.038058198,0.01994583,0.054392666,0.038780471,0.042489062,0.021265366,0.092367526,0.135676089,0.068046392,0.011500799,0.054767692,0.043364123,0.078547121,0.051253559,0.008056115,0.046711577,0.057490103,0,0,"modern",NA,1.05014678879649,0.0451927,0.368350324374421,131,157.8837719
"PF04891",0.122541816,0.078052212,0.026496795,0.059418477,0.041535095,0.066515554,0.028982335,0.065468188,0.031358449,0.02565265,0.139455995,0.030686259,0.024933563,0.044989839,0.048100672,0.051836798,0.033203064,0.023135845,0.019665468,0.037970924,0,0,"modern",NA,0.810225211356823,0.108788,0.526240833888855,158,152.673031
"PF04892",0.091500079,0.039292979,0.027720607,0.038972574,0.01037837,0.026100544,0.024851566,0.07718322,0.017446175,0.08312832,0.150811062,0.024098228,0.021541861,0.08374336,0.036009902,0.056088037,0.049028821,0.022628488,0.037552656,0.081923151,0,0,"LUCA",1,1.04397420726898,0.1979655,0.430614934261485,106,104.0394102
"CL0112",0.0850439606060268,0.0335786100647321,0.0325262627589286,0.0375400188191964,0.00522829518973214,0.0493020925870536,0.0314126871986607,0.0678827799877232,0.011094321796875,0.0911148006238839,0.131602687276786,0.0524765865680804,0.0272893895,0.0663241679229911,0.0376090039776786,0.0591836409709821,0.0517717170591518,0.0161900109430804,0.0389449974709821,0.0738839686026786,0,0,"LUCA",1,1.16360753127668,0.17761364,0.427516067367544,174,173.1824265
"PF04894",0.060375482,0.059052045,0.038301259,0.060253387,0.006584213,0.066408931,0.023490346,0.064388572,0.013796724,0.06809687,0.091700399,0.062581211,0.019825716,0.041271641,0.06303216,0.079216418,0.046925437,0.020714246,0.037485808,0.076499138,0,0,"postLUCA",1,0.70740453284432,0.0449387,0.473344345997898,265,249.5951957
"PF04895",0.091316556,0.090539627,0.029709341,0.0329046,0.008088819,0.079336524,0.035830669,0.067518444,0.013599547,0.05228844,0.098991743,0.068017429,0.018889232,0.036436893,0.033331364,0.057939233,0.042643573,0.017812473,0.053776643,0.071028851,0,0,"postLUCA",1,0.847835131166881,0.06426955,0.494047289440168,109,106.5406855
"PF04917",0.114425278,0.036411261,0.071737027,0.047171815,0.007291691,0.027208155,0.051018241,0.12469028,0.014937348,0.045496378,0.07489912,0.027562121,0.021355924,0.022583005,0.036883215,0.076999316,0.083394294,0.014323808,0.036859617,0.064752106,0,0,"modern",NA,0.755314584769365,0.2554238,0.543551777716845,205,200.8388626
"PF04930",0.117021632,0.015542022,0.020663319,0.018659334,0.001068792,0.025840282,0.02429276,0.146881019,0.00509903,0.093797664,0.144587569,0.043052293,0.014907427,0.078266775,0.016343617,0.05885038,0.047405395,0.017167478,0.022767504,0.087785707,0,0,"modern",1,0.989417367901858,0.0527597,0.491769165025454,88,86.96127783
"PF04951",0.121167589,0.058637007,0.030718839,0.053883917,0.013196948,0.072793266,0.022484226,0.08964718,0.02733872,0.053309297,0.079482681,0.039276977,0.030409799,0.032912696,0.04328966,0.050125547,0.053457378,0.009174607,0.029498777,0.089194888,0,0,"LUCA",1,0.866049316799985,0.12408505,0.528728181314602,261,243.2615505
"CL0690",0.128498849626582,0.0156247997088608,0.0326272205189873,0.0246749265126582,0.00701278548101266,0.0207715315822785,0.0325593570189873,0.120405444898734,0.00319539401898734,0.100781069487342,0.120233589670886,0.0360326192088608,0.030336272943038,0.0607374993291139,0.0235040561265823,0.0607376701075949,0.0523894117151899,0.0162855342151899,0.0212766577531646,0.0923153098544304,0,0,"postLUCA",1,1.41185108195543,0.1979167625,0.478145491799782,68,72.78154506
"PF04957",0.076687593,0.151378691,0.025776969,0.062778677,0.019587835,0.05778744,0.072628053,0.117815391,0.020009317,0.018722687,0.054060649,0.065351938,0.035825994,0.013642716,0.027196699,0.061336764,0.019210719,0.044055991,0.038066505,0.018079372,0,0,"modern",NA,0.663148019135951,0.04488775,0.560657873310536,54,52.90962441
"PF04961",0.174676513,0.047649944,0.036396623,0.054464754,0.011714117,0.077231757,0.026670331,0.067668707,0.010069305,0.046399805,0.105088171,0.062331334,0.026242597,0.02287032,0.029786381,0.064666306,0.045649721,0.004808388,0.017165138,0.068449786,0,0,"LUCA",1,0.926766526249718,0.128982,0.51597477042714,176,167.1626381
"CL0763",0.0800947563995037,0.0732635990124069,0.0430668703225806,0.0604311254764268,0.00878375743672457,0.0778774434739454,0.0399715985434243,0.0514530517245658,0.0156658468114144,0.0686560520397022,0.0954630781091811,0.0452385750272953,0.0223318313027295,0.0426082205905707,0.0366359127220844,0.0561310192903226,0.0518905889826303,0.0166690391538462,0.0383350936526055,0.0754325388933002,0,0,"postLUCA",2,0.798594261621061,0.276233,0.453471242881268,103,99.35482176
